transactionid,itemid,orderid
6514,6,19447
6514,4,19448
6515,11,19449
6515,6,19450
6515,12,19451
6515,13,19452
6515,4,19453
6516,4,19454
6517,6,19455
6517,12,19456
6517,13,19457
6518,13,19458
6519,4,19459
6519,1,19460
6520,11,19461
6520,2,19462
6520,11,19463
6521,13,19464
6521,4,19465
6521,13,19466
6522,6,19467
6522,1,19468
6522,6,19469
6523,2,19470
6524,12,19471
6524,11,19472
6525,1,19473
6525,1,19474
6526,11,19475
6527,1,19476
6527,2,19477
6528,11,19478
6528,3,19479
6528,3,19480
6528,2,19481
6528,4,19482
6529,12,19483
6530,11,19484
6530,1,19485
6531,2,19486
6531,13,19487
6532,11,19488
6532,4,19489
6532,6,19490
6533,6,19491
6533,1,19492
6533,3,19493
6534,2,19494
6534,12,19495
6535,11,19496
6535,11,19497
6535,6,19498
6535,6,19499
6535,12,19500
6536,12,19501
6536,1,19502
6536,12,19503
6536,1,19504
6537,12,19505
6537,11,19506
6538,3,19507
6538,4,19508
6538,12,19509
6538,3,19510
6539,13,19511
6540,3,19512
6540,3,19513
6540,6,19514
6541,12,19515
6542,3,19516
6542,4,19517
6542,12,19518
6543,13,19519
6543,1,19520
6543,4,19521
6543,11,19522
6543,12,19523
6544,1,19524
6544,11,19525
6544,12,19526
6544,6,19527
6544,2,19528
6545,13,19529
6546,13,19530
6546,3,19531
6547,6,19532
6547,13,19533
6547,11,19534
6547,2,19535
6547,4,19536
6548,3,19537
6548,12,19538
6548,11,19539
6549,12,19540
6550,3,19541
6551,6,19542
6551,6,19543
6552,2,19544
6553,11,19545
6553,13,19546
6553,1,19547
6553,11,19548
6554,11,19549
6554,12,19550
6554,2,19551
6554,12,19552
6555,13,19553
6555,6,19554
6555,12,19555
6555,11,19556
6555,3,19557
6556,6,19558
6557,6,19559
6557,1,19560
6558,3,19561
6559,1,19562
6559,13,19563
6559,2,19564
6559,2,19565
6560,12,19566
6560,6,19567
6561,6,19568
6561,1,19569
6562,1,19570
6562,3,19571
6562,2,19572
6562,11,19573
6562,4,19574
6563,13,19575
6563,3,19576
6563,3,19577
6563,4,19578
6563,1,19579
6564,11,19580
6564,6,19581
6565,3,19582
6565,13,19583
6565,4,19584
6566,3,19585
6566,11,19586
6567,11,19587
6567,2,19588
6567,4,19589
6568,3,19590
6569,3,19591
6569,13,19592
6569,6,19593
6569,11,19594
6569,1,19595
6570,13,19596
6570,11,19597
6570,11,19598
6571,1,19599
6571,4,19600
6572,11,19601
6572,12,19602
6572,13,19603
6572,11,19604
6572,11,19605
6573,6,19606
6573,2,19607
6573,1,19608
6574,4,19609
6574,2,19610
6574,3,19611
6574,12,19612
6575,6,19613
6575,4,19614
6575,13,19615
6575,11,19616
6575,13,19617
6576,13,19618
6577,12,19619
6577,6,19620
6577,13,19621
6578,6,19622
6578,6,19623
6578,2,19624
6579,2,19625
6579,11,19626
6579,13,19627
6579,12,19628
6580,13,19629
6581,12,19630
6581,11,19631
6582,2,19632
6582,4,19633
6582,3,19634
6582,1,19635
6583,11,19636
6583,4,19637
6583,13,19638
6583,3,19639
6584,6,19640
6584,12,19641
6584,6,19642
6584,1,19643
6584,12,19644
6585,2,19645
6586,12,19646
6586,11,19647
6586,12,19648
6586,2,19649
6586,6,19650
6587,2,19651
6588,12,19652
6588,4,19653
6588,6,19654
6589,6,19655
6589,12,19656
6590,4,19657
6590,13,19658
6590,13,19659
6591,4,19660
6592,3,19661
6592,3,19662
6592,2,19663
6592,3,19664
6592,1,19665
6593,2,19666
6594,2,19667
6594,13,19668
6595,13,19669
6595,2,19670
6595,2,19671
6595,4,19672
6595,13,19673
6596,3,19674
6596,4,19675
6596,1,19676
6597,3,19677
6597,12,19678
6597,12,19679
6597,1,19680
6598,4,19681
6598,12,19682
6599,13,19683
6600,6,19684
6600,4,19685
6600,4,19686
6600,12,19687
6600,3,19688
6601,3,19689
6601,12,19690
6602,1,19691
6602,3,19692
6602,3,19693
6602,11,19694
6603,12,19695
6603,2,19696
6604,2,19697
6604,3,19698
6604,2,19699
6605,4,19700
6605,6,19701
6606,13,19702
6607,6,19703
6607,6,19704
6607,12,19705
6607,12,19706
6607,6,19707
6608,12,19708
6608,3,19709
6609,4,19710
6609,13,19711
6609,12,19712
6610,2,19713
6610,12,19714
6610,13,19715
6610,11,19716
6610,4,19717
6611,4,19718
6611,6,19719
6611,13,19720
6612,6,19721
6612,4,19722
6612,4,19723
6612,12,19724
6613,1,19725
6613,3,19726
6613,1,19727
6614,4,19728
6614,4,19729
6614,11,19730
6614,12,19731
6614,3,19732
6615,6,19733
6616,13,19734
6616,2,19735
6616,12,19736
6616,3,19737
6616,3,19738
6617,6,19739
6617,3,19740
6617,2,19741
6617,4,19742
6617,2,19743
6618,1,19744
6619,2,19745
6619,2,19746
6619,1,19747
6619,6,19748
6619,2,19749
6620,2,19750
6621,11,19751
6622,1,19752
6622,1,19753
6622,6,19754
6622,11,19755
6623,1,19756
6623,13,19757
6623,2,19758
6623,13,19759
6623,13,19760
6624,12,19761
6624,13,19762
6625,4,19763
6625,3,19764
6625,13,19765
6625,13,19766
6626,11,19767
6627,2,19768
6627,1,19769
6627,11,19770
6627,11,19771
6627,13,19772
6628,12,19773
6628,2,19774
6629,3,19775
6630,6,19776
6631,13,19777
6631,2,19778
6631,4,19779
6631,2,19780
6631,6,19781
6632,4,19782
6633,1,19783
6633,4,19784
6633,13,19785
6633,2,19786
6634,13,19787
6634,2,19788
6635,1,19789
6635,1,19790
6635,3,19791
6635,2,19792
6636,11,19793
6636,2,19794
6636,1,19795
6637,2,19796
6638,6,19797
6638,6,19798
6638,12,19799
6638,11,19800
6639,12,19801
6639,11,19802
6639,3,19803
6639,11,19804
6639,12,19805
6640,4,19806
6640,6,19807
6640,13,19808
6640,12,19809
6641,11,19810
6641,4,19811
6641,6,19812
6641,4,19813
6642,6,19814
6642,3,19815
6642,13,19816
6643,1,19817
6643,6,19818
6643,3,19819
6644,11,19820
6644,6,19821
6644,11,19822
6644,12,19823
6644,12,19824
6645,2,19825
6646,13,19826
6646,1,19827
6646,1,19828
6646,13,19829
6646,13,19830
6647,2,19831
6647,6,19832
6647,6,19833
6648,6,19834
6648,12,19835
6649,12,19836
6649,13,19837
6649,4,19838
6650,1,19839
6650,6,19840
6650,12,19841
6651,2,19842
6651,12,19843
6651,2,19844
6651,1,19845
6651,4,19846
6652,2,19847
6652,6,19848
6652,13,19849
6652,1,19850
6653,4,19851
6654,11,19852
6655,6,19853
6655,6,19854
6655,13,19855
6655,3,19856
6655,1,19857
6656,6,19858
6657,2,19859
6658,1,19860
6659,1,19861
6659,3,19862
6659,13,19863
6660,3,19864
6660,6,19865
6660,3,19866
6660,12,19867
6661,12,19868
6661,13,19869
6661,11,19870
6661,6,19871
6661,3,19872
6662,3,19873
6662,1,19874
6662,12,19875
6662,1,19876
6662,11,19877
6663,13,19878
6664,3,19879
6664,1,19880
6665,12,19881
6665,3,19882
6666,13,19883
6666,3,19884
6666,13,19885
6667,11,19886
6667,3,19887
6667,11,19888
6667,3,19889
6668,4,19890
6668,4,19891
6668,12,19892
6668,4,19893
6668,6,19894
6669,6,19895
6669,2,19896
6669,1,19897
6669,1,19898
6670,6,19899
6670,3,19900
6670,3,19901
6671,3,19902
6672,13,19903
6672,4,19904
6672,11,19905
6673,3,19906
6673,3,19907
6673,6,19908
6673,11,19909
6674,2,19910
6674,4,19911
6675,6,19912
6675,2,19913
6675,12,19914
6676,2,19915
6677,3,19916
6678,3,19917
6678,6,19918
6678,6,19919
6678,4,19920
6679,4,19921
6679,1,19922
6680,12,19923
6680,1,19924
6680,2,19925
6680,3,19926
6681,2,19927
6681,12,19928
6681,2,19929
6681,6,19930
6682,4,19931
6682,12,19932
6682,1,19933
6683,11,19934
6683,1,19935
6683,2,19936
6683,3,19937
6683,2,19938
6684,6,19939
6684,3,19940
6684,13,19941
6684,11,19942
6684,3,19943
6685,2,19944
6686,1,19945
6686,3,19946
6687,3,19947
6687,13,19948
6687,6,19949
6687,13,19950
6688,12,19951
6688,2,19952
6689,11,19953
6689,1,19954
6689,4,19955
6689,6,19956
6689,1,19957
6690,2,19958
6690,12,19959
6690,13,19960
6690,11,19961
6690,12,19962
6691,12,19963
6692,4,19964
6692,1,19965
6692,13,19966
6692,2,19967
6693,6,19968
6693,11,19969
6693,11,19970
6693,11,19971
6693,13,19972
6694,11,19973
6695,13,19974
6695,12,19975
6695,13,19976
6696,13,19977
6696,1,19978
6697,3,19979
6697,4,19980
6698,13,19981
6698,11,19982
6698,2,19983
6699,12,19984
6700,4,19985
6700,3,19986
6700,13,19987
6700,12,19988
6700,1,19989
6701,6,19990
6701,2,19991
6702,11,19992
6702,13,19993
6703,11,19994
6704,1,19995
6705,1,19996
6705,13,19997
6705,12,19998
6705,3,19999
6706,12,20000
6706,6,20001
6706,2,20002
6707,11,20003
6708,12,20004
6708,1,20005
6708,11,20006
6709,3,20007
6709,11,20008
6709,3,20009
6709,4,20010
6709,6,20011
6710,3,20012
6710,2,20013
6711,6,20014
6712,4,20015
6712,12,20016
6712,1,20017
6712,3,20018
6713,6,20019
6713,2,20020
6713,3,20021
6714,13,20022
6714,3,20023
6714,4,20024
6715,1,20025
6715,11,20026
6715,2,20027
6716,12,20028
6716,4,20029
6716,13,20030
6716,2,20031
6717,6,20032
6717,13,20033
6717,3,20034
6718,13,20035
6718,4,20036
6719,12,20037
6719,1,20038
6719,3,20039
6719,2,20040
6720,12,20041
6721,6,20042
6721,1,20043
6721,1,20044
6721,1,20045
6722,6,20046
6722,4,20047
6723,12,20048
6723,11,20049
6723,1,20050
6723,3,20051
6723,13,20052
6724,1,20053
6724,3,20054
6724,4,20055
6725,4,20056
6725,1,20057
6725,1,20058
6725,12,20059
6725,4,20060
6726,13,20061
6726,11,20062
6727,13,20063
6727,12,20064
6727,1,20065
6727,13,20066
6727,6,20067
6728,1,20068
6728,1,20069
6728,13,20070
6728,6,20071
6729,12,20072
6729,4,20073
6730,4,20074
6731,4,20075
6731,2,20076
6731,3,20077
6731,1,20078
6731,1,20079
6732,13,20080
6732,12,20081
6732,6,20082
6733,6,20083
6733,6,20084
6734,11,20085
6734,13,20086
6734,3,20087
6735,3,20088
6735,4,20089
6735,12,20090
6735,6,20091
6735,6,20092
6736,4,20093
6737,4,20094
6737,11,20095
6737,1,20096
6737,11,20097
6737,13,20098
6738,13,20099
6738,6,20100
6738,6,20101
6738,11,20102
6739,4,20103
6739,6,20104
6739,4,20105
6740,1,20106
6740,3,20107
6740,11,20108
6740,1,20109
6741,6,20110
6741,6,20111
6742,4,20112
6743,11,20113
6743,2,20114
6743,13,20115
6743,11,20116
6743,4,20117
6744,4,20118
6744,13,20119
6744,11,20120
6744,11,20121
6744,2,20122
6745,1,20123
6746,4,20124
6746,2,20125
6746,11,20126
6747,6,20127
6747,12,20128
6747,6,20129
6747,3,20130
6747,1,20131
6748,12,20132
6748,12,20133
6748,12,20134
6749,11,20135
6750,1,20136
6751,1,20137
6751,1,20138
6751,13,20139
6752,13,20140
6752,3,20141
6752,13,20142
6752,13,20143
6753,6,20144
6754,1,20145
6754,11,20146
6754,3,20147
6754,12,20148
6755,13,20149
6756,4,20150
6756,3,20151
6757,4,20152
6757,3,20153
6757,11,20154
6757,11,20155
6757,3,20156
6758,2,20157
6758,1,20158
6759,3,20159
6759,3,20160
6759,1,20161
6760,1,20162
6760,6,20163
6760,3,20164
6760,12,20165
6760,4,20166
6761,13,20167
6761,3,20168
6761,4,20169
6761,1,20170
6761,3,20171
6762,13,20172
6762,11,20173
6762,1,20174
6762,12,20175
6762,6,20176
6763,1,20177
6763,1,20178
6763,12,20179
6763,12,20180
6764,3,20181
6764,3,20182
6765,1,20183
6765,1,20184
6765,13,20185
6765,13,20186
6766,6,20187
6766,6,20188
6766,4,20189
6767,6,20190
6767,12,20191
6767,3,20192
6768,1,20193
6769,11,20194
6769,4,20195
6769,3,20196
6769,2,20197
6770,13,20198
6771,3,20199
6771,4,20200
6772,1,20201
6773,12,20202
6773,4,20203
6773,11,20204
6773,11,20205
6773,3,20206
6774,3,20207
6774,3,20208
6775,3,20209
6775,2,20210
6776,12,20211
6777,6,20212
6778,12,20213
6778,4,20214
6778,2,20215
6778,12,20216
6779,11,20217
6779,6,20218
6780,1,20219
6780,11,20220
6780,3,20221
6780,13,20222
6780,3,20223
6781,11,20224
6782,11,20225
6782,2,20226
6782,3,20227
6783,6,20228
6784,1,20229
6784,4,20230
6785,12,20231
6786,4,20232
6786,3,20233
6786,2,20234
6787,12,20235
6787,1,20236
6787,13,20237
6788,13,20238
6788,6,20239
6788,3,20240
6788,4,20241
6788,4,20242
6789,4,20243
6789,6,20244
6789,4,20245
6790,4,20246
6790,2,20247
6791,6,20248
6791,12,20249
6792,11,20250
6792,3,20251
6792,12,20252
6792,12,20253
6792,4,20254
6793,3,20255
6793,1,20256
6793,3,20257
6794,3,20258
6794,6,20259
6794,12,20260
6794,6,20261
6794,12,20262
6795,13,20263
6796,13,20264
6796,6,20265
6797,1,20266
6797,11,20267
6797,3,20268
6797,1,20269
6797,3,20270
6798,1,20271
6798,11,20272
6798,6,20273
6798,3,20274
6799,11,20275
6799,6,20276
6799,4,20277
6799,11,20278
6799,1,20279
6800,3,20280
6800,12,20281
6801,12,20282
6801,1,20283
6801,12,20284
6801,6,20285
6801,4,20286
6802,1,20287
6802,6,20288
6802,2,20289
6803,4,20290
6804,3,20291
6804,3,20292
6805,11,20293
6806,3,20294
6806,4,20295
6806,11,20296
6806,4,20297
6806,4,20298
6807,11,20299
6807,11,20300
6807,13,20301
6808,3,20302
6809,2,20303
6809,1,20304
6809,2,20305
6810,13,20306
6810,6,20307
6810,4,20308
6810,1,20309
6811,13,20310
6811,1,20311
6811,2,20312
6811,13,20313
6811,1,20314
6812,11,20315
6812,3,20316
6812,6,20317
6812,1,20318
6812,2,20319
6813,12,20320
6813,1,20321
6813,3,20322
6813,13,20323
6813,12,20324
6814,11,20325
6814,12,20326
6814,4,20327
6814,6,20328
6815,12,20329
6815,1,20330
6815,3,20331
6815,12,20332
6816,2,20333
6816,11,20334
6817,2,20335
6817,1,20336
6817,4,20337
6817,13,20338
6817,11,20339
6818,11,20340
6818,6,20341
6818,1,20342
6818,1,20343
6818,4,20344
6819,12,20345
6819,2,20346
6819,3,20347
6819,4,20348
6820,11,20349
6820,12,20350
6820,2,20351
6821,11,20352
6821,12,20353
6822,11,20354
6822,6,20355
6822,12,20356
6823,4,20357
6823,13,20358
6823,3,20359
6824,1,20360
6825,2,20361
6826,13,20362
6827,1,20363
6827,4,20364
6828,13,20365
6828,1,20366
6828,2,20367
6828,2,20368
6829,1,20369
6830,12,20370
6830,3,20371
6830,1,20372
6830,1,20373
6831,3,20374
6832,13,20375
6832,13,20376
6832,1,20377
6832,4,20378
6832,4,20379
6833,2,20380
6833,12,20381
6834,1,20382
6834,2,20383
6834,4,20384
6834,6,20385
6834,12,20386
6835,6,20387
6835,3,20388
6835,6,20389
6835,3,20390
6835,6,20391
6836,12,20392
6836,1,20393
6836,2,20394
6836,3,20395
6837,4,20396
6837,2,20397
6838,4,20398
6839,11,20399
6839,11,20400
6839,12,20401
6839,3,20402
6840,2,20403
6840,11,20404
6840,1,20405
6841,2,20406
6841,12,20407
6841,13,20408
6841,6,20409
6842,13,20410
6842,13,20411
6843,6,20412
6843,2,20413
6843,6,20414
6844,3,20415
6845,11,20416
6845,2,20417
6845,4,20418
6845,2,20419
6846,11,20420
6846,2,20421
6846,2,20422
6847,3,20423
6847,1,20424
6848,3,20425
6848,1,20426
6849,2,20427
6849,1,20428
6849,3,20429
6849,12,20430
6849,6,20431
6850,3,20432
6851,1,20433
6851,11,20434
6851,11,20435
6851,11,20436
6852,1,20437
6852,3,20438
6852,12,20439
6853,13,20440
6853,12,20441
6854,2,20442
6854,1,20443
6854,11,20444
6854,13,20445
6854,13,20446
6855,1,20447
6855,13,20448
6855,3,20449
6856,4,20450
6856,2,20451
6856,12,20452
6857,2,20453
6857,1,20454
6858,12,20455
6858,3,20456
6858,12,20457
6859,6,20458
6859,1,20459
6860,6,20460
6860,12,20461
6861,6,20462
6861,2,20463
6861,11,20464
6861,13,20465
6862,4,20466
6863,1,20467
6863,11,20468
6863,13,20469
6863,4,20470
6864,6,20471
6864,12,20472
6864,3,20473
6865,13,20474
6865,1,20475
6865,4,20476
6865,12,20477
6865,2,20478
6866,3,20479
6866,4,20480
6867,1,20481
6867,6,20482
6867,2,20483
6868,1,20484
6869,13,20485
6869,11,20486
6870,4,20487
6870,2,20488
6870,6,20489
6870,2,20490
6871,2,20491
6872,12,20492
6873,3,20493
6874,13,20494
6874,2,20495
6874,1,20496
6874,13,20497
6875,4,20498
6875,1,20499
6875,2,20500
6875,1,20501
6876,11,20502
6876,3,20503
6876,1,20504
6876,2,20505
6877,2,20506
6877,13,20507
6878,6,20508
6878,4,20509
6878,12,20510
6878,11,20511
6878,1,20512
6879,6,20513
6879,13,20514
6879,6,20515
6879,6,20516
6879,1,20517
6880,12,20518
6880,13,20519
6880,4,20520
6881,3,20521
6881,4,20522
6881,4,20523
6882,2,20524
6882,13,20525
6882,6,20526
6883,4,20527
6883,13,20528
6883,6,20529
6884,11,20530
6884,2,20531
6884,13,20532
6885,4,20533
6885,4,20534
6885,12,20535
6886,12,20536
6886,3,20537
6886,11,20538
6886,4,20539
6887,2,20540
6887,12,20541
6887,6,20542
6887,3,20543
6887,6,20544
6888,4,20545
6888,2,20546
6888,2,20547
6888,12,20548
6889,12,20549
6889,1,20550
6889,12,20551
6890,2,20552
6890,6,20553
6890,1,20554
6890,4,20555
6891,11,20556
6891,13,20557
6891,11,20558
6891,2,20559
6892,2,20560
6892,12,20561
6892,6,20562
6892,3,20563
6892,13,20564
6893,1,20565
6894,1,20566
6895,12,20567
6895,12,20568
6895,11,20569
6896,12,20570
6897,1,20571
6897,1,20572
6898,6,20573
6898,3,20574
6898,1,20575
6899,1,20576
6899,13,20577
6899,11,20578
6899,6,20579
6899,6,20580
6900,2,20581
6900,4,20582
6900,2,20583
6900,11,20584
6900,2,20585
6901,13,20586
6901,4,20587
6901,1,20588
6902,2,20589
6903,11,20590
6903,6,20591
6904,13,20592
6904,6,20593
6904,6,20594
6904,3,20595
6905,2,20596
6905,3,20597
6905,11,20598
6905,4,20599
6905,4,20600
6906,1,20601
6907,6,20602
6907,11,20603
6907,13,20604
6907,4,20605
6907,13,20606
6908,2,20607
6908,1,20608
6908,12,20609
6908,13,20610
6909,2,20611
6909,12,20612
6909,1,20613
6909,11,20614
6910,1,20615
6910,4,20616
6910,12,20617
6911,11,20618
6911,11,20619
6912,2,20620
6912,12,20621
6912,11,20622
6913,3,20623
6914,13,20624
6914,13,20625
6915,13,20626
6915,2,20627
6915,11,20628
6915,6,20629
6915,3,20630
6916,13,20631
6916,4,20632
6916,6,20633
6916,12,20634
6916,1,20635
6917,13,20636
6917,4,20637
6917,2,20638
6917,2,20639
6917,12,20640
6918,12,20641
6919,3,20642
6919,12,20643
6920,1,20644
6920,1,20645
6920,4,20646
6920,4,20647
6920,11,20648
6921,2,20649
6921,6,20650
6922,6,20651
6922,13,20652
6922,3,20653
6922,4,20654
6922,4,20655
6923,4,20656
6923,6,20657
6923,2,20658
6924,4,20659
6925,13,20660
6926,3,20661
6927,4,20662
6927,2,20663
6927,2,20664
6927,13,20665
6928,3,20666
6928,3,20667
6928,2,20668
6928,6,20669
6929,11,20670
6929,4,20671
6929,1,20672
6929,11,20673
6930,13,20674
6930,3,20675
6930,4,20676
6930,3,20677
6931,13,20678
6931,2,20679
6931,3,20680
6931,1,20681
6932,1,20682
6932,11,20683
6932,13,20684
6932,4,20685
6932,1,20686
6933,6,20687
6933,1,20688
6933,12,20689
6934,6,20690
6935,2,20691
6935,4,20692
6936,3,20693
6936,4,20694
6936,11,20695
6936,12,20696
6937,4,20697
6937,11,20698
6938,6,20699
6938,2,20700
6938,4,20701
6939,13,20702
6940,3,20703
6940,3,20704
6941,1,20705
6941,11,20706
6941,13,20707
6941,2,20708
6942,6,20709
6942,4,20710
6942,11,20711
6943,2,20712
6943,12,20713
6944,12,20714
6944,13,20715
6944,3,20716
6945,2,20717
6945,6,20718
6945,6,20719
6945,1,20720
6946,12,20721
6946,12,20722
6947,3,20723
6947,4,20724
6947,12,20725
6947,11,20726
6948,13,20727
6949,12,20728
6949,1,20729
6949,13,20730
6949,3,20731
6950,1,20732
6950,2,20733
6950,6,20734
6950,13,20735
6951,13,20736
6951,2,20737
6952,1,20738
6952,2,20739
6953,4,20740
6953,2,20741
6953,6,20742
6954,12,20743
6954,12,20744
6954,4,20745
6955,11,20746
6955,11,20747
6955,1,20748
6955,4,20749
6955,3,20750
6956,12,20751
6956,13,20752
6956,13,20753
6956,2,20754
6956,2,20755
6957,3,20756
6957,2,20757
6957,2,20758
6957,13,20759
6957,3,20760
6958,11,20761
6959,11,20762
6960,3,20763
6960,3,20764
6961,11,20765
6961,13,20766
6961,4,20767
6962,3,20768
6962,11,20769
6962,4,20770
6963,12,20771
6963,1,20772
6963,3,20773
6963,12,20774
6963,3,20775
6964,4,20776
6964,12,20777
6965,3,20778
6965,12,20779
6965,3,20780
6965,2,20781
6965,2,20782
6966,13,20783
6966,2,20784
6967,11,20785
6968,4,20786
6968,6,20787
6968,6,20788
6968,4,20789
6969,2,20790
6970,1,20791
6970,1,20792
6971,12,20793
6971,1,20794
6971,6,20795
6972,12,20796
6972,2,20797
6973,12,20798
6973,12,20799
6973,1,20800
6974,4,20801
6974,1,20802
6974,11,20803
6975,3,20804
6975,13,20805
6975,11,20806
6975,2,20807
6976,12,20808
6976,4,20809
6976,13,20810
6976,12,20811
6977,11,20812
6977,12,20813
6978,1,20814
6979,3,20815
6979,4,20816
6979,12,20817
6979,12,20818
6979,4,20819
6980,12,20820
6980,2,20821
6981,12,20822
6981,2,20823
6981,2,20824
6981,4,20825
6982,11,20826
6983,4,20827
6983,1,20828
6983,2,20829
6983,4,20830
6983,2,20831
6984,4,20832
6984,3,20833
6984,3,20834
6985,4,20835
6985,12,20836
6985,12,20837
6985,12,20838
6986,11,20839
6986,11,20840
6986,11,20841
6986,3,20842
6987,11,20843
6988,12,20844
6989,13,20845
6989,1,20846
6990,3,20847
6990,3,20848
6991,12,20849
6991,2,20850
6992,13,20851
6992,4,20852
6993,11,20853
6993,1,20854
6993,1,20855
6993,2,20856
6994,4,20857
6994,4,20858
6994,3,20859
6994,12,20860
6995,6,20861
6995,11,20862
6996,11,20863
6996,11,20864
6996,13,20865
6996,1,20866
6996,4,20867
6997,12,20868
6997,2,20869
6998,4,20870
6998,4,20871
6998,12,20872
6999,3,20873
6999,12,20874
6999,13,20875
7000,6,20876
7000,13,20877
7001,3,20878
7001,3,20879
7002,2,20880
7002,12,20881
7002,13,20882
7002,1,20883
7002,12,20884
7003,6,20885
7004,3,20886
7004,11,20887
7005,13,20888
7005,3,20889
7005,2,20890
7005,11,20891
7005,12,20892
7006,12,20893
7006,2,20894
7006,2,20895
7006,12,20896
7006,6,20897
7007,11,20898
7007,1,20899
7008,1,20900
7008,4,20901
7009,13,20902
7009,4,20903
7009,1,20904
7010,3,20905
7010,2,20906
7010,4,20907
7010,1,20908
7010,11,20909
7011,2,20910
7011,1,20911
7012,4,20912
7013,11,20913
7013,12,20914
7013,13,20915
7014,2,20916
7014,1,20917
7014,12,20918
7014,2,20919
7014,13,20920
7015,3,20921
7015,3,20922
7015,11,20923
7015,11,20924
7016,4,20925
7016,12,20926
7016,3,20927
7016,13,20928
7016,3,20929
7017,12,20930
7017,4,20931
7017,4,20932
7017,6,20933
7018,1,20934
7019,1,20935
7019,11,20936
7019,11,20937
7019,3,20938
7020,6,20939
7021,12,20940
7021,11,20941
7021,3,20942
7022,12,20943
7022,4,20944
7022,13,20945
7022,13,20946
7023,13,20947
7023,13,20948
7023,6,20949
7023,3,20950
7024,6,20951
7024,6,20952
7024,13,20953
7024,13,20954
7025,2,20955
7025,3,20956
7025,13,20957
7025,13,20958
7025,6,20959
7026,1,20960
7027,3,20961
7027,3,20962
7028,6,20963
7028,11,20964
7029,6,20965
7029,1,20966
7030,1,20967
7030,1,20968
7030,6,20969
7030,1,20970
7031,11,20971
7031,6,20972
7031,2,20973
7031,6,20974
7032,4,20975
7032,13,20976
7032,4,20977
7032,12,20978
7032,6,20979
7033,13,20980
7034,13,20981
7034,3,20982
7035,6,20983
7036,3,20984
7036,12,20985
7036,12,20986
7036,1,20987
7036,3,20988
7037,4,20989
7037,3,20990
7037,1,20991
7037,4,20992
7038,1,20993
7038,2,20994
7039,1,20995
7040,4,20996
7040,11,20997
7041,4,20998
7041,4,20999
7042,1,21000
7042,1,21001
7042,12,21002
7043,6,21003
7043,11,21004
7043,13,21005
7043,11,21006
7043,11,21007
7044,2,21008
7044,2,21009
7044,11,21010
7045,1,21011
7045,6,21012
7045,12,21013
7046,1,21014
7046,1,21015
7046,6,21016
7047,11,21017
7048,4,21018
7048,4,21019
7049,3,21020
7049,3,21021
7049,3,21022
7049,3,21023
7049,6,21024
7050,11,21025
7050,11,21026
7050,3,21027
7050,3,21028
7050,13,21029
7051,3,21030
7052,6,21031
7052,3,21032
7052,6,21033
7053,4,21034
7054,3,21035
7054,3,21036
7054,6,21037
7055,1,21038
7055,4,21039
7055,11,21040
7055,12,21041
7056,11,21042
7056,11,21043
7056,1,21044
7056,4,21045
7056,4,21046
7057,12,21047
7057,12,21048
7057,2,21049
7057,2,21050
7057,12,21051
7058,1,21052
7058,2,21053
7059,11,21054
7059,3,21055
7059,12,21056
7059,12,21057
7059,12,21058
7060,2,21059
7060,6,21060
7060,3,21061
7060,3,21062
7060,12,21063
7061,12,21064
7061,2,21065
7061,13,21066
7061,2,21067
7062,1,21068
7062,1,21069
7062,6,21070
7063,6,21071
7064,11,21072
7064,1,21073
7065,4,21074
7065,4,21075
7065,11,21076
7065,4,21077
7066,11,21078
7066,3,21079
7066,1,21080
7066,1,21081
7067,1,21082
7067,13,21083
7067,2,21084
7067,2,21085
7067,4,21086
7068,12,21087
7068,3,21088
7068,11,21089
7069,12,21090
7069,2,21091
7069,1,21092
7069,12,21093
7070,6,21094
7070,2,21095
7070,3,21096
7070,13,21097
7071,1,21098
7071,1,21099
7072,6,21100
7072,4,21101
7072,2,21102
7073,3,21103
7074,4,21104
7075,1,21105
7076,2,21106
7077,4,21107
7077,6,21108
7077,12,21109
7077,12,21110
7077,4,21111
7078,3,21112
7078,6,21113
7078,1,21114
7078,11,21115
7078,4,21116
7079,1,21117
7079,12,21118
7079,11,21119
7079,2,21120
7080,12,21121
7080,4,21122
7081,4,21123
7081,4,21124
7081,1,21125
7081,4,21126
7081,2,21127
7082,6,21128
7082,13,21129
7082,3,21130
7082,13,21131
7082,4,21132
7083,3,21133
7083,13,21134
7083,3,21135
7084,2,21136
7085,3,21137
7085,4,21138
7086,12,21139
7086,11,21140
7087,13,21141
7087,13,21142
7087,1,21143
7087,13,21144
7088,11,21145
7088,1,21146
7088,6,21147
7089,4,21148
7089,3,21149
7089,2,21150
7089,6,21151
7089,3,21152
7090,4,21153
7090,1,21154
7091,2,21155
7091,12,21156
7091,12,21157
7092,13,21158
7092,11,21159
7092,4,21160
7092,11,21161
7093,13,21162
7093,4,21163
7093,13,21164
7093,1,21165
7093,13,21166
7094,4,21167
7095,13,21168
7095,4,21169
7096,4,21170
7096,1,21171
7096,4,21172
7097,11,21173
7098,2,21174
7099,13,21175
7100,11,21176
7100,13,21177
7100,2,21178
7100,3,21179
7101,4,21180
7101,6,21181
7101,13,21182
7101,1,21183
7102,11,21184
7102,2,21185
7102,6,21186
7102,2,21187
7102,11,21188
7103,2,21189
7103,2,21190
7103,12,21191
7103,4,21192
7104,6,21193
7104,4,21194
